"Date/Time Opened"	"Case Number"	"Account Name"	"SIS (Student Information System)"	"CE Functional Area"	"CE Category"	"Subject"	"Case Date/Time Last Modified"	"Date/Time Grabbed"	"Date/Time Closed"	"Case Owner"	"Status"
"1/27/2021 10:21 AM"	4832485	"Guntersville City School District"	"InformationNow-API"			"Phone numbers not imported"	"2/5/2021 1:18 PM"	"1/27/2021 10:21 AM"	"2/5/2021 1:18 PM"	"Matias Zulberti"	"Closed"
"1/27/2021 2:22 PM"	4832834	"ADULT EDUCATION CENTER"	"Aeries"			"Need to set up new imports."	"2/13/2021 8:32 AM"	"1/27/2021 2:22 PM"	"2/13/2021 8:32 AM"	"Matias Zulberti"	"Closed"
"1/28/2021 12:11 PM"	4833683	"AVON GROVE CHARTER SCHOOL"	"PowerSchool-API"			"Modify our Transportation Queries"	"3/22/2021 3:05 PM"	"1/28/2021 1:54 PM"	"3/22/2021 3:05 PM"	"Matias Zulberti"	"Closed"
"1/29/2021 1:36 PM"	4834790	"Clarkstown Central School District"	"eSchoolData"			"Implementing New Bus Route Data File"	"2/10/2021 3:17 PM"	"1/29/2021 1:36 PM"	"2/10/2021 3:17 PM"	"Matias Zulberti"	"Closed"
"2/5/2021 3:34 PM"	4840644	"Lincoln County School District"	"PowerSchool-API"			"NC custom tables will be deprecated"	"2/14/2021 4:03 PM"	"2/5/2021 3:34 PM"	"2/14/2021 4:02 PM"	"Matias Zulberti"	"Closed"
"2/8/2021 3:19 PM"	4841805	"North Shore School Dist 112"	"Infinite Campus"			"File Server"	"2/9/2021 11:41 AM"	"2/8/2021 3:19 PM"	"2/9/2021 11:31 AM"	"Matias Zulberti"	"Closed"
"2/9/2021 1:08 PM"	4842675	"Detroit Public Schools Community District"	"PowerSchool-API"			"Phone numbers"	"2/19/2021 3:03 PM"	"2/9/2021 1:08 PM"	"2/19/2021 3:03 PM"	"Matias Zulberti"	"Closed"
"3/31/2021 7:56 AM"	4877836	"Loyalsock Twp School District"	"eSchoolData"			"Missing Classes"	"4/12/2021 10:11 AM"	"3/31/2021 7:56 AM"	"4/12/2021 10:05 AM"	"Matias Zulberti"	"Closed"
"2/11/2021 5:06 PM"	4845251	"Del Norte Co Unified Sch Dist"	"Aeries"			"a request to change query for student data file to bring in actual student phone and email delivery addresses rather than parent"	"2/21/2021 10:18 AM"	"2/11/2021 5:06 PM"	"2/21/2021 10:17 AM"	"Matias Zulberti"	"Closed"
"2/12/2021 2:19 PM"	4846076	"Bedford Central School District"	"eSchoolPlus-API"			"Missing Account"	"3/17/2021 5:17 PM"	"2/12/2021 2:19 PM"	"2/15/2021 4:05 PM"	"Matias Zulberti"	"Closed"
"2/15/2021 4:12 PM"	4847101	"San Elizario Ind School Dist"	"Other"			"Attendance Emails: San Elizario ISD"	"2/26/2021 8:56 AM"	"2/15/2021 4:31 PM"	"2/26/2021 8:21 AM"	"Matias Zulberti"	"Closed"
"2/15/2021 5:37 PM"	4847159	"Joshua Ind School District"	"Other"			"Message"	"3/25/2021 12:03 PM"	"2/15/2021 5:37 PM"	"2/23/2021 10:56 AM"	"Matias Zulberti"	"Closed"
"2/18/2021 10:16 AM"	4849462	"Lincoln County School District"	"PowerSchool-API"			"Adding a file"	"2/22/2021 8:51 AM"	"2/18/2021 10:16 AM"	"2/22/2021 8:44 AM"	"Matias Zulberti"	"Closed"
"2/19/2021 2:21 PM"	4850550	"AIDB"	"InformationNow-API"			"Inactive Accounts imported Into the Software"	"3/2/2021 2:01 PM"	"2/19/2021 2:21 PM"	"3/2/2021 2:01 PM"	"Matias Zulberti"	"Closed"
"4/5/2021 8:35 PM"	4880297	"Loyalsock Twp School District"	"eSchoolData"			"Missing Parents"	"6/13/2021 3:32 PM"	"4/5/2021 8:35 PM"	"5/14/2021 3:20 PM"	"Matias Zulberti"	"Closed"
"4/5/2021 8:32 AM"	4879805	"Framingham School District"	"Aspen Follett (MSSQL)"			"Questions About Bus Route Data"	"5/5/2021 1:18 PM"	"4/5/2021 8:32 AM"	"4/5/2021 1:08 PM"	"Matias Zulberti"	"Closed"
"4/14/2021 1:07 PM"	4885333	"Clarkstown Central School District"	"eSchoolData"			"Missing accounts"	"4/16/2021 12:12 PM"	"4/14/2021 1:07 PM"	"4/16/2021 10:26 AM"	"Matias Zulberti"	"Closed"
"3/1/2021 1:21 PM"	4857029	"Matanuska-Susitna Borough School District"	"Synergy"			"Parents not linking to concurrent students"	"3/9/2021 1:00 PM"	"3/1/2021 1:26 PM"	"3/9/2021 8:27 AM"	"Matias Zulberti"	"Closed"
"3/2/2021 9:55 AM"	4857830	"Council Rock School District"	"eSchoolPlus-API"			"Re: Blackboard Data Import Alert"	"4/14/2021 1:32 PM"	"3/2/2021 10:39 AM"	"3/15/2021 1:19 PM"	"Matias Zulberti"	"Closed"
"3/5/2021 11:24 AM"	4860851	"Jefferson Twp School District"	"Other"			"Parent accounts with separate records are combining under the second parent in file"	"3/21/2021 9:47 AM"	"3/5/2021 11:24 AM"	"3/21/2021 9:47 AM"	"Matias Zulberti"	"Closed"
"3/8/2021 6:50 PM"	4862363	"Cambrian School District"	"PowerSchool-API"			"Staff groups are missing"	"4/14/2021 1:32 PM"	"3/8/2021 6:50 PM"	"3/15/2021 1:25 PM"	"Matias Zulberti"	"Closed"
"4/22/2021 3:21 PM"	4890359	"Plano Independent School District"	"Other"			"All parents missing student associations"	"6/10/2021 1:33 PM"	"4/22/2021 3:23 PM"	"5/11/2021 1:26 PM"	"Matias Zulberti"	"Closed"
"4/23/2021 4:27 PM"	4891142	"Cashmere School Dist 222"	"Other"			"Attendance notifications"	"5/31/2021 11:37 AM"	"4/23/2021 4:27 PM"	"5/4/2021 11:51 AM"	"Matias Zulberti"	"Closed"
"5/4/2021 10:22 AM"	4896460	"Union Public Schools"	"Other"			"Activate attendance function in new system"	"6/20/2021 11:02 AM"	"5/4/2021 10:49 AM"	"5/21/2021 11:02 AM"	"Matias Zulberti"	"Closed"
"5/14/2021 2:53 PM"	4903957	"Berne-Knox-Westerlo Central Sd"	"eSchoolData"			"attendance issues"	"6/7/2021 2:43 PM"	"5/14/2021 4:40 PM"	"6/4/2021 2:32 PM"	"Matias Zulberti"	"Closed"
"6/8/2021 1:37 PM"	4918681	"East Central Ind School Dist"	"Other"			"Need to Update Bus Rosters"	"6/26/2021 1:32 PM"	"6/8/2021 2:38 PM"	"6/26/2021 1:32 PM"	"Matias Zulberti"	"Closed"
"3/15/2021 5:03 PM"	4867717	"Grand Blanc Cmty Sch District"	"Other"			"Most Middle School Classes not Populating into BBComms recipients"	"3/19/2021 3:29 PM"	"3/16/2021 8:29 AM"	"3/19/2021 3:29 PM"	"Matias Zulberti"	"Closed"
"3/15/2021 10:16 AM"	4867215	"Apache Junction Unified Sd 43"	"Synergy"			"Attendance calls"	"3/26/2021 11:01 AM"	"3/15/2021 11:14 AM"	"3/26/2021 10:58 AM"	"Matias Zulberti"	"Closed"
"3/16/2021 6:51 PM"	4869049	"Clark County School District"	"InformationNow-API"			"Bus Route Not Imported"	"4/25/2021 11:17 AM"	"3/16/2021 11:45 PM"	"3/26/2021 11:12 AM"	"Matias Zulberti"	"Closed"
"9/10/2020 12:41 PM"	4719958	"Pleasant Hill School Dist 1"	"Other"	"Mass Comm | Question/Training"	"Group"	"New File Upload"	"11/3/2020 11:10 AM"	"9/10/2020 3:47 PM"	"9/24/2020 3:04 PM"	"Matias Zulberti"	"Closed"
"9/11/2020 4:15 PM"	4721886	"Glendale Unified School District"	"Zangle (Q)"	"Mass Comm | Data Request"	"DataLink"	"Updating Attendance Query"	"11/3/2020 10:24 AM"	"9/11/2020 4:40 PM"	"9/17/2020 9:57 AM"	"Matias Zulberti"	"Closed"
"9/16/2020 11:01 AM"	4727072	"Mchenry Cmty Cons Sch Dist 15"	"Skyward"	"Mass Comm | Data Problem"	"Accounts"	"Student on export not showing up in Blackboard"	"11/3/2020 9:49 AM"	"9/16/2020 11:11 AM"	"9/26/2020 2:17 PM"	"Matias Zulberti"	"Closed"
"9/17/2020 5:22 PM"	4729438	"Community Unit School District No. 308"	"eSchoolPLUS"	"Mass Comm | Data Request"	"Transportation"	"Bus Groups not Pulling in to send"	"11/18/2020 3:02 PM"	"9/17/2020 5:22 PM"	"10/19/2020 3:48 PM"	"Matias Zulberti"	"Closed"
"10/19/2020 3:47 PM"	4760054	"Community Unit School District No. 308"	"eSchoolPLUS"	"Mass Comm | Data Question/Training"	"Transportation"	"Bus routes"	"12/13/2020 10:32 AM"	"10/19/2020 3:47 PM"	"11/13/2020 10:26 AM"	"Matias Zulberti"	"Closed"
"9/23/2020 12:18 PM"	4734985	"Liberty Hill Ind School Dist"	"Skyward"	"Mass Comm | Data Problem"	"Accounts"	"Staff Data is not Syncing"	"11/3/2020 9:49 AM"	"9/23/2020 12:19 PM"	"10/8/2020 4:27 PM"	"Matias Zulberti"	"Closed"
"9/28/2020 3:31 PM"	4739747	"Fort Worth ISD"	"Focus"	"Mass Comm | Data Request"	"Accounts"	"Class enrollments not updating"	"11/5/2020 1:03 PM"	"9/28/2020 4:25 PM"	"10/6/2020 1:48 PM"	"Matias Zulberti"	"Closed"
"9/29/2020 3:59 PM"	4741287	"Westfield Washington Sch Dist"	"PowerSchool"	"Mass Comm | Question/Training"	"Accounts"	"Parent accounts"	"10/30/2020 12:36 PM"	"9/30/2020 8:28 AM"	"10/7/2020 3:35 PM"	"Matias Zulberti"	"Closed"
"9/29/2020 12:27 PM"	4740916	"Sarasota County School District"	"WEBSMARTT"	"Mass Comm | Data Problem"	"Attendance"	"Attendance Messages for RU Attendance Code"	"11/17/2020 9:23 AM"	"9/29/2020 12:27 PM"	"11/17/2020 9:19 AM"	"Matias Zulberti"	"Closed"
"10/7/2020 10:06 AM"	4749155	"Ozark R-VI School District"	"Tyler SIS"	"Mass Comm | Question/Training"	"Email"	"Emails for Junior and Senior High Students"	"1/2/2021 11:02 AM"	"10/7/2020 10:06 AM"	"1/2/2021 11:02 AM"	"Matias Zulberti"	"Closed"
"10/8/2020 7:54 AM"	4750218	"Daniel Boone Area School District"	"Infinite Campus"	"Mass Comm | Data Problem"	"Accounts"	"Missing Parent and Student Accounts"	"11/7/2020 12:32 PM"	"10/8/2020 7:54 AM"	"10/8/2020 1:25 PM"	"Matias Zulberti"	"Closed"
"10/9/2020 8:19 AM"	4751599	"Winnetka School District 36"	"PowerSchool-API"	"Mass Comm | Data Request"	"Accounts"	"a request to transition to using Powerschool Contacts"	"11/3/2020 10:25 AM"	"10/9/2020 8:19 AM"	"10/22/2020 9:50 AM"	"Matias Zulberti"	"Closed"
"10/12/2020 10:03 AM"	4753352	"Sparta Twp School District"	"Genesis"	"Mass Comm | Data Question/Training"	"Transportation"	"IMPORTANT: Need Transportation Visible for Only 3 of 5 schools"	"12/19/2020 10:17 AM"	"10/12/2020 11:20 AM"	"11/19/2020 10:11 AM"	"Matias Zulberti"	"Closed"
"10/13/2020 2:45 PM"	4754905	"Gettysburg Area Sch Dist"	"Skyward"	"Mass Comm | Data Problem"	"DataLink"	"Datalink not picking up the languages"	"11/8/2020 1:17 PM"	"10/13/2020 2:45 PM"	"11/8/2020 1:17 PM"	"Matias Zulberti"	"Closed"
"10/13/2020 2:10 PM"	4754855	"Bronx High School of Science"	"Other"	"Mass Comm | Data Problem"	"Accounts"	"students missing SMS delivery addresses for text messages"	"11/3/2020 9:49 AM"	"10/13/2020 2:10 PM"	"10/28/2020 11:02 AM"	"Matias Zulberti"	"Closed"
"10/27/2020 10:47 AM"	4766925	"Hoover City Schools"	"InformationNow-API"	"Mass Comm | Data Question/Training"	"Attendance"	"Attendance"	"11/4/2020 3:02 PM"	"10/27/2020 10:47 AM"	"11/4/2020 3:01 PM"	"Matias Zulberti"	"Closed"
"10/26/2020 12:50 PM"	4765918	"Kannapolis City School District"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Accounts"	"Missing Student Accounts"	"12/5/2020 8:17 AM"	"10/26/2020 12:50 PM"	"11/5/2020 8:05 AM"	"Matias Zulberti"	"Closed"
"6/4/2021 9:12 AM"	4916443	"Council Rock School District"	"eSchoolPlus-API"			"Missing Parent Accounts"	"6/22/2021 4:56 PM"	"6/4/2021 9:45 AM"		"Matias Zulberti"	"On Hold"
"5/24/2021 9:41 AM"	4908645	"Worthington City Schools"	"Infinite Campus"			"Staff Users"	"6/29/2021 9:02 AM"	"5/24/2021 10:46 AM"	"6/29/2021 9:02 AM"	"Matias Zulberti"	"Solution Suggested"
"3/18/2021 9:00 AM"	4870065	"Craven Co School District"	"PowerSchool-API"			"Data Issue-Fields not being Imported from PowerSchool to BlackBoard"	"3/27/2021 3:17 PM"	"3/18/2021 9:18 AM"	"3/27/2021 3:17 PM"	"Nicolas Pantazis"	"Closed"
"3/22/2021 3:16 PM"	4872057	"Chapel Hill - Carrboro City Schools"	"PowerSchool-API"			"Import Cohort Information for Students"	"3/29/2021 10:20 AM"	"3/22/2021 3:16 PM"	"3/26/2021 10:58 AM"	"Nicolas Pantazis"	"Closed"
"3/22/2021 10:48 AM"	4871803	"Clear Creek Amana Cmty Sd"	"PowerSchool-API"			"Accounts Merging"	"3/22/2021 2:01 PM"	"3/22/2021 10:48 AM"	"3/22/2021 1:47 PM"	"Nicolas Pantazis"	"Closed"
"5/19/2021 12:14 PM"	4906259	"Henderson Co School District"	"Infinite Campus"			"Missing Students Accounts"	"6/19/2021 3:32 PM"	"5/19/2021 12:14 PM"	"5/20/2021 3:25 PM"	"Nicolas Pantazis"	"Closed"
"11/2/2020 7:28 PM"	4772490	"Tahoe Truckee Unified School District"	"Aeries"			"Creating an ""Advanced Search"" Dynamic Group causes an error"	"2/11/2021 2:32 PM"	"11/3/2020 5:10 PM"	"1/12/2021 2:19 PM"	"Nicolas Pantazis"	"Closed"
"11/9/2020 10:12 AM"	4777971	"Papillion-La Vista Public Schools"	"Other"			"DataLink Errors"	"1/16/2021 7:47 AM"	"11/9/2020 11:31 AM"	"12/17/2020 7:44 AM"	"Nicolas Pantazis"	"Closed"
"11/10/2020 2:15 PM"	4779497	"Culver School District 4"	"PowerSchool"			"preferred language not  being queried for parent accounts"	"1/21/2021 5:58 PM"	"11/10/2020 2:25 PM"	"1/21/2021 5:58 PM"	"Nicolas Pantazis"	"Closed"
"11/11/2020 11:21 AM"	4780468	"Hopkins School District 270"	"Infinite Campus"			"Classes missing for L.H. Tanglen Elementary"	"11/25/2020 7:32 AM"	"11/11/2020 2:38 PM"	"11/25/2020 7:32 AM"	"Nicolas Pantazis"	"Closed"
"11/12/2020 6:28 PM"	4781953	"School District 49"	"PowerSchool-API"			"Teacher/Class not listed (not a group) in ParentLink"	"12/12/2020 1:47 PM"	"11/13/2020 9:33 AM"	"12/12/2020 1:47 PM"	"Nicolas Pantazis"	"Closed"
"11/18/2020 12:12 PM"	4786085	"Cullman City School District"	"InformationNow-API"			"teacher classes missing as an option"	"12/11/2020 9:33 AM"	"11/18/2020 12:54 PM"	"12/11/2020 9:32 AM"	"Nicolas Pantazis"	"Closed"
"11/24/2020 4:02 PM"	4790847	"Lisle School District"	"PowerSchool-API"			"Attendance message"	"1/27/2021 5:29 PM"	"11/24/2020 4:10 PM"	"1/22/2021 9:44 AM"	"Nicolas Pantazis"	"Closed"
"12/2/2020 9:53 AM"	4795751	"North Salem Central School District"	"eSchoolData"			"classes associated with teacher not appearing in Mass Notifications"	"1/8/2021 2:17 PM"	"12/2/2020 9:58 AM"	"12/9/2020 2:06 PM"	"Nicolas Pantazis"	"Closed"
"12/8/2020 10:14 AM"	4800267	"Duval Co Public School Dist"	"Focus"			"Email change"	"12/18/2020 1:17 PM"	"12/8/2020 3:36 PM"	"12/18/2020 1:17 PM"	"Nicolas Pantazis"	"Closed"
"12/9/2020 2:13 PM"	4801777	"Northbrook School District 28"	"PowerSchool"			"Students connected to one parent"	"1/1/2021 8:47 AM"	"12/9/2020 2:14 PM"	"1/1/2021 8:47 AM"	"Nicolas Pantazis"	"Closed"
"12/11/2020 12:51 PM"	4803944	"Pennsauken Public School Dist"	"Genesis"			"Automated attendance messages"	"12/24/2020 12:32 PM"	"12/11/2020 12:52 PM"	"12/24/2020 12:32 PM"	"Nicolas Pantazis"	"Closed"
"12/15/2020 10:35 AM"	4806213	"Pottsgrove School District"	"PowerSchool-API"			"Adding staff contact info"	"1/15/2021 1:47 PM"	"12/15/2020 12:16 PM"	"12/16/2020 1:45 PM"	"Nicolas Pantazis"	"Closed"
"12/17/2020 2:02 PM"	4808664	"Cecil County Public Schools"	"PowerSchool-API"			"Load email for all students"	"1/8/2021 3:00 PM"	"12/17/2020 2:40 PM"	"1/8/2021 2:59 PM"	"Nicolas Pantazis"	"Closed"
"12/16/2020 4:23 PM"	4807826	"Lee Co School District"	"InformationNow-API"			"Parents missing"	"12/18/2020 4:07 PM"	"12/16/2020 4:23 PM"	"12/18/2020 10:05 AM"	"Nicolas Pantazis"	"Closed"
"12/18/2020 2:49 PM"	4809629	"Colorado Springs School District 11"	"Zangle (Q)"			"Classes not reflecting"	"12/28/2020 9:09 AM"	"12/18/2020 2:50 PM"	"12/28/2020 9:09 AM"	"Nicolas Pantazis"	"Closed"
"1/3/2021 1:20 PM"	4815190	"Mountain Brook City Sch Dist"				"Datalink connection error after server crash"	"1/15/2021 1:17 PM"	"1/3/2021 1:38 PM"	"1/15/2021 1:17 PM"	"Nicolas Pantazis"	"Closed"
"1/7/2021 10:53 AM"	4818149	"Westside Community Schools"	"PowerSchool"			"Pull multiple email addresses from PowerSchool"	"1/14/2021 1:43 PM"	"1/7/2021 11:24 AM"	"1/14/2021 1:14 PM"	"Nicolas Pantazis"	"Closed"
"1/8/2021 3:43 PM"	4819356	"Cecil County Public Schools"	"PowerSchool-API"			"Found and fixed minor text defect with Grades and Assignments"	"1/8/2021 3:45 PM"	"1/8/2021 3:43 PM"	"1/8/2021 3:45 PM"	"Nicolas Pantazis"	"Closed"
"1/11/2021 11:59 AM"	4820223	"Olathe District Schools"	"Other"			"Questions As to Why Automated Attendance Did Not Get Generated"	"2/4/2021 3:31 PM"	"1/11/2021 11:59 AM"	"1/20/2021 2:59 PM"	"Nicolas Pantazis"	"Closed"
"1/11/2021 12:57 PM"	4820288	"Duplin County School District"	"PowerSchool-API"			"Messages sent as text are not going to all recieipents"	"4/1/2021 4:32 PM"	"1/11/2021 1:16 PM"	"3/2/2021 3:18 PM"	"Nicolas Pantazis"	"Closed"
"3/11/2021 7:33 AM"	4865232	"Lisle School District"	"PowerSchool-API"			"Blackboard not Syncing New Parents"	"4/11/2021 3:48 PM"	"3/11/2021 8:13 AM"	"3/12/2021 2:35 PM"	"Nicolas Pantazis"	"Closed"
"1/22/2021 5:04 PM"	4829559	"Tamalpais Union High Sch Dist"	"eSchoolPLUS"			"Questions About Language Translation and Automated Attendance"	"2/24/2021 12:48 PM"	"1/22/2021 5:04 PM"	"1/25/2021 12:42 PM"	"Nicolas Pantazis"	"Closed"
"1/27/2021 2:33 PM"	4832842	"Newton-Conover City Sch Dist"	"PowerSchool-API"			"Blackboard and NC Contacts Page Migration"	"2/21/2021 1:02 PM"	"1/27/2021 3:30 PM"	"2/21/2021 1:02 PM"	"Nicolas Pantazis"	"Closed"
"1/27/2021 11:43 AM"	4832601	"Wright Elem School District"	"Aeries"			"Attendance"	"4/19/2021 3:36 PM"	"1/27/2021 11:43 AM"	"4/19/2021 3:36 PM"	"Nicolas Pantazis"	"Closed"
"1/27/2021 4:16 PM"	4833012	"Lisle School District"	"PowerSchool-API"			"Incorrect Field Being Pulled for Attendance Notification"	"3/10/2021 11:32 AM"	"1/27/2021 4:54 PM"	"2/8/2021 11:20 AM"	"Nicolas Pantazis"	"Closed"
"1/27/2021 10:19 AM"	4832479	"Lincoln Public School District"	"Skyward"			"Attendance did not run"	"2/28/2021 11:47 AM"	"1/27/2021 10:19 AM"	"1/29/2021 11:33 AM"	"Nicolas Pantazis"	"Closed"
"1/28/2021 5:11 PM"	4834076	"Chapel Hill - Carrboro City Schools"	"PowerSchool-API"			"Attendance"	"3/2/2021 1:07 PM"	"1/28/2021 5:11 PM"	"3/2/2021 8:32 AM"	"Nicolas Pantazis"	"Closed"
"2/5/2021 3:15 PM"	4840620	"Chapel Hill - Carrboro City Schools"	"PowerSchool-API"			"NC DPI migration"	"4/1/2021 9:47 AM"	"2/5/2021 3:15 PM"	"3/2/2021 8:32 AM"	"Nicolas Pantazis"	"Closed"
"2/5/2021 3:45 PM"	4840654	"Cecil County Public Schools"	"PowerSchool-API"			"Contact File user not showing in the parent list"	"3/3/2021 10:32 AM"	"2/5/2021 4:35 PM"	"3/3/2021 10:32 AM"	"Nicolas Pantazis"	"Closed"
"2/8/2021 10:27 AM"	4841419	"Duplin County School District"	"PowerSchool-API"			"Missing sections"	"2/27/2021 2:03 PM"	"2/8/2021 10:27 AM"	"2/27/2021 2:03 PM"	"Nicolas Pantazis"	"Closed"
"2/10/2021 5:49 PM"	4844311	"Culver School District 4"	"PowerSchool"			"Additional field mapping"	"2/26/2021 2:43 PM"	"2/11/2021 8:11 AM"	"2/26/2021 2:37 PM"	"Nicolas Pantazis"	"Closed"
"2/10/2021 12:00 PM"	4843766	"Alief Independent School District"	"eSchoolPLUS"			"Please reach out to client - SIS changes"	"4/13/2021 9:48 AM"	"2/10/2021 2:08 PM"	"3/9/2021 2:35 PM"	"Nicolas Pantazis"	"Closed"
"2/10/2021 12:24 PM"	4843840	"Papillion-La Vista Public Schools"	"Other"			"Parents email address"	"2/15/2021 1:59 PM"	"2/10/2021 12:24 PM"	"2/15/2021 1:58 PM"	"Nicolas Pantazis"	"Closed"
"3/29/2021 11:21 AM"	4876311	"Grosse Pointe Public Schools"	"Other"			"MN Data Integration Questions"	"4/30/2021 10:02 AM"	"3/29/2021 11:45 AM"	"3/31/2021 9:54 AM"	"Nicolas Pantazis"	"Closed"
"6/2/2021 8:46 AM"	4914695	"Public Schools of the Tarrytowns"	"Other"			"parentlink and transfinder"	"6/13/2021 9:47 AM"	"6/2/2021 4:27 PM"	"6/13/2021 9:47 AM"	"Nicolas Pantazis"	"Closed"
"3/30/2021 4:20 PM"	4877495	"Lewis-Palmer School District"	"Other"			"Transportation Fees Message paused"	"4/5/2021 11:19 AM"	"3/31/2021 8:15 AM"	"4/5/2021 10:17 AM"	"Nicolas Pantazis"	"Closed"
"2/18/2021 3:11 PM"	4849795	"Johnston County School District"	"PowerSchool-API"			"New Group Mapping Request"	"3/14/2021 2:17 PM"	"2/18/2021 4:53 PM"	"3/14/2021 2:17 PM"	"Nicolas Pantazis"	"Closed"
"2/19/2021 5:10 PM"	4850696	"Papillion-La Vista Public Schools"	"Other"			"Datalink notification"	"2/25/2021 9:57 AM"	"2/19/2021 5:10 PM"	"2/25/2021 9:55 AM"	"Nicolas Pantazis"	"Closed"
"4/12/2021 8:46 AM"	4883481	"Phoenix-Talent School Dist 4"	"PowerSchool-API"			"Preferred Language for Accounts"	"4/21/2021 10:47 AM"	"4/12/2021 8:46 AM"	"4/21/2021 10:47 AM"	"Nicolas Pantazis"	"Closed"
"4/7/2021 4:20 PM"	4881642	"Watertown-Mayer Sch Dist 111"	"Infinite Campus"			"Mass Communications"	"5/9/2021 2:47 PM"	"4/7/2021 4:59 PM"	"4/9/2021 2:36 PM"	"Nicolas Pantazis"	"Closed"
"4/9/2021 3:47 PM"	4882983	"North Olmsted City School District"	"PowerSchool"			"Migration from Parents to Contacts"	"6/5/2021 2:17 PM"	"4/9/2021 3:47 PM"	"5/6/2021 2:07 PM"	"Nicolas Pantazis"	"Closed"
"2/26/2021 11:20 AM"	4855621	"St. Helena Unified School District"	"Aeries"			"Attendance"	"4/10/2021 3:47 PM"	"2/26/2021 11:20 AM"	"3/11/2021 2:38 PM"	"Nicolas Pantazis"	"Closed"
"3/1/2021 1:15 PM"	4857023	"St. Helena Unified School District"	"Aeries"			"Need new custom message for automated attendance"	"4/16/2021 2:17 PM"	"3/1/2021 1:15 PM"	"3/17/2021 2:03 PM"	"Nicolas Pantazis"	"Closed"
"3/2/2021 5:20 PM"	4858391	"Lancaster School District"	"PowerSchool"			"Classes not showing for all teachers"	"3/9/2021 10:41 AM"	"3/3/2021 8:04 AM"	"3/9/2021 7:12 AM"	"Nicolas Pantazis"	"Closed"
"3/5/2021 11:29 AM"	4860853	"Cecil County Public Schools"	"PowerSchool-API"			"Blackboard Communicate Nightly feed reload"	"4/17/2021 11:17 AM"	"3/5/2021 12:06 PM"	"3/18/2021 11:17 AM"	"Nicolas Pantazis"	"Closed"
"3/5/2021 12:50 PM"	4860945	"Manhasset Union Free School District"	"eSchoolData"			"Early Dismissal Code"	"3/18/2021 2:42 PM"	"3/5/2021 1:24 PM"	"3/18/2021 11:14 AM"	"Nicolas Pantazis"	"Closed"
"3/8/2021 2:14 PM"	4862102	"St Clair Co School District"	"Chalkable (iNow)"			"Data Changes"	"4/15/2021 11:57 AM"	"3/8/2021 2:45 PM"	"4/15/2021 11:57 AM"	"Nicolas Pantazis"	"Closed"
"4/17/2021 1:45 PM"	4887092	"Yonkers Public Schools"	"PowerSchool-API"			"Trouble Logging In"	"5/20/2021 10:47 AM"	"4/17/2021 1:45 PM"	"5/20/2021 10:47 AM"	"Nicolas Pantazis"	"Closed"
"4/16/2021 4:28 PM"	4886906	"Cecil County Public Schools"	"PowerSchool-API"			"Library Information from Follett to Bb app"	"6/6/2021 4:32 PM"	"4/19/2021 8:13 AM"	"5/7/2021 4:29 PM"	"Nicolas Pantazis"	"Closed"
"4/26/2021 10:07 AM"	4891636	"Cecil County Public Schools"	"PowerSchool-API"			"Blackboard Communicate Down?"	"5/3/2021 11:04 AM"	"4/26/2021 10:42 AM"	"4/27/2021 4:07 PM"	"Nicolas Pantazis"	"Closed"
"4/27/2021 9:12 AM"	4892378	"Chapel Hill - Carrboro City Schools"	"PowerSchool-API"			"Switching to Contacts Only"	"6/5/2021 4:48 PM"	"4/27/2021 9:12 AM"	"5/6/2021 4:37 PM"	"Nicolas Pantazis"	"Closed"
"4/28/2021 3:14 PM"	4893580	"Neosho R5 School District"	"PowerSchool-API"			"Field Mapping"	"5/13/2021 3:32 PM"	"4/28/2021 3:14 PM"	"5/13/2021 3:32 PM"	"Nicolas Pantazis"	"Closed"
"5/7/2021 1:52 PM"	4899234	"AIDB"	"InformationNow-API"			"Missing Accounts"	"5/16/2021 3:18 PM"	"5/7/2021 1:52 PM"	"5/16/2021 3:18 PM"	"Nicolas Pantazis"	"Closed"
"5/26/2021 12:40 PM"	4910743	"Iowa City Community School District"	"PowerSchool-API"			"Missing Parent"	"6/26/2021 4:48 PM"	"5/26/2021 12:40 PM"	"5/27/2021 4:39 PM"	"Nicolas Pantazis"	"Closed"
"5/10/2021 11:06 AM"	4900036	"Pemberton Township Schools"	"Genesis"			"a request to adjust DataLink query to include a do not contact field on attendance file to use as an exclusion filter"	"5/21/2021 3:33 PM"	"5/10/2021 11:06 AM"	"5/21/2021 3:32 PM"	"Nicolas Pantazis"	"Closed"
"5/14/2021 1:18 PM"	4903876	"Chapel Hill - Carrboro City Schools"	"PowerSchool-API"			"Query groups"	"5/18/2021 4:28 PM"	"5/14/2021 1:18 PM"	"5/18/2021 3:48 PM"	"Nicolas Pantazis"	"Closed"
"5/26/2021 10:57 AM"	4910594	"Craven Co School District"	"PowerSchool-API"			"Contacts Table migration"	"6/4/2021 11:17 AM"	"5/26/2021 10:57 AM"	"6/4/2021 11:17 AM"	"Nicolas Pantazis"	"Closed"
"6/7/2021 4:44 PM"	4917951	"Craven Co School District"	"PowerSchool-API"			"Assistance Needed-Summer School Groups Not Uploading"	"6/18/2021 4:32 PM"	"6/8/2021 8:28 AM"	"6/18/2021 4:32 PM"	"Nicolas Pantazis"	"Closed"
